cod_mun,alpha_mun_mean,alpha_mun_lo,alpha_mun_hi,alpha_mun_range,nome_municipio
2932705,9564.511623296765,2708.6490006640834,16272.098239133473,13563.44923846939,2932705
2932804,7425.308999931586,946.4180590646529,13970.781454685755,13024.363395621102,2932804
2932903,13558.854383256583,7085.812933788985,20110.928971184596,13025.116037395612,2932903
2933000,7257.0969740329765,630.7915226020433,13919.218474104728,13288.426951502684,2933000
2933059,6129.102861125858,-372.77417347325405,12666.776262971816,13039.55043644507,2933059
2933109,7989.895606103189,1564.935402121814,14642.84126404633,13077.905861924517,2933109
2933158,9330.29544219127,2657.0055467140596,15866.845621460032,13209.840074745973,2933158
2933174,9660.631849436171,3178.72926575465,16119.64834937091,12940.91908361626,2933174
2933208,11448.391464670944,4764.336697785241,18291.529578430283,13527.192880645041,2933208
2933257,12176.304861554458,5320.325595593439,18838.77878134647,13518.453185753031,2933257
2933307,17535.03091273494,10834.744724913784,24074.32522018051,13239.580495266728,2933307
2933406,7089.970404670633,265.8042712438856,13718.06718559112,13452.262914347235,2933406
2933455,9650.718077448186,3343.438738178265,16002.390162277068,12658.951424098803,2933455
2933505,11052.262558020022,4507.1957303046065,17404.80945078127,12897.613720476664,2933505
2933604,7421.76788672867,782.8335453897719,14051.450502291775,13268.616956902002,2933604
3100104,20142.243812460532,13658.454174046929,26620.03154821018,12961.577374163251,3100104
3100203,16909.03831239252,10289.203709291773,23472.13884923302,13182.935139941246,3100203
3100302,13164.875557325158,6423.839052582462,19920.659863688135,13496.820811105674,3100302
3100401,9974.900207377064,3557.952304595312,16616.10886780929,13058.156563213977,3100401
3100500,9466.938030016614,2786.3430071929483,16139.664246919683,13353.321239726734,3100500
3100609,9161.464550943494,2487.7038938352525,15665.708396332979,13178.004502497726,3100609
3100708,62491.409048179354,55876.8727068259,69251.6813424132,13374.808635587295,3100708
3100807,12812.006094045691,6105.034525634245,19303.135610819216,13198.101085184971,3100807
3100906,10702.633400100862,4270.254061530981,17220.813164280942,12950.559102749961,3100906
3101003,14177.583545882851,7093.613812255453,21002.8809579647,13909.267145709246,3101003
3101102,16630.296756419,9690.714333555656,23394.94524824993,13704.230914694273,3101102
3101201,13738.017534532417,7029.680111710399,20123.062971900534,13093.382860190135,3101201
3101300,11970.276113192958,4911.101382231138,19035.583042614475,14124.481660383337,3101300
3101409,24342.149951612464,17705.947028523988,31046.946638932797,13340.99961040881,3101409
3101508,21778.593990451955,15161.494646951534,28262.902995848133,13101.408348896599,3101508
3101607,28129.504677173827,21490.13359560627,34812.40534433628,13322.27174873001,3101607
3101631,13244.182262902385,6331.646850119104,19881.450402102695,13549.80355198359,3101631
3101706,11452.501698706743,4960.366102801149,18118.617429277325,13158.251326476176,3101706
3101805,9680.362517976395,3297.927489549639,16061.67930049717,12763.751810947531,3101805
3101904,16986.761558177812,10486.067523543134,23322.44093413883,12836.373410595697,3101904
3102001,13484.028627267586,7215.592174798505,19808.501196564317,12592.909021765812,3102001
3102050,12048.897787064441,5409.251533793009,18764.601354485294,13355.349820692285,3102050
3102100,11696.933430171579,4915.735887536704,18513.110066452537,13597.374178915834,3102100
3102209,9275.576805328665,2532.8405065828306,15948.984551285219,13416.144044702389,3102209
3102308,16142.807112372639,9219.345123805837,23062.825204301218,13843.480080495381,3102308
3102407,14416.702398196809,7822.839210047172,21022.341875979087,13199.502665931916,3102407
3102506,8723.313696905512,2118.5849889664223,15340.759270098342,13222.17428113192,3102506
3102605,20296.87990574011,13594.952199107624,27131.513174623087,13536.560975515464,3102605
3102704,10023.256314007825,3374.5792790810046,16527.642688815627,13153.063409734623,3102704
3102803,15429.49992871853,8862.95189168436,21778.17457684852,12915.222685164159,3102803
3102852,9898.724168869612,3468.6488800244942,16267.327306186718,12798.678426162223,3102852
3102902,13077.582323436136,6482.030254251153,19841.463278404044,13359.433024152891,3102902
3103009,25079.71418272325,18430.344430784193,31919.352776853622,13489.00834606943,3103009
3103108,13083.533596257372,5924.495664013544,20115.170516420407,14190.674852406863,3103108
3103207,19190.830481792495,12678.734789063596,25975.51015359195,13296.775364528354,3103207
3103306,10285.679499660175,3576.008202067906,17192.493468427187,13616.485266359281,3103306
3103405,9989.640487373958,3415.8807523649534,16245.970250063257,12830.089497698304,3103405
3103504,33402.23745114831,26788.279695880905,39950.085800310575,13161.80610442967,3103504
3103603,17667.093560098947,11075.915593255633,24336.3575970456,13260.442003789967,3103603
3103702,9196.647332890303,2429.1524863165373,15821.973842938092,13392.821356621555,3103702
3103751,166922.75879163,159861.40387901448,173908.11204452495,14046.70816551047,3103751
3103801,36807.68949807298,30407.358893482557,43343.90268925678,12936.543795774222,3103801
3103900,29804.514828017895,23051.874460826424,36548.50755038198,13496.633089555558,3103900
3104007,48521.83154821955,42002.97171182533,55121.34641803943,13118.374706214097,3104007
3104106,24160.909112249836,17591.354250274188,30711.894649158265,13120.540398884077,3104106
3104205,32537.110872788642,25865.31677362759,39120.60468493932,13255.287911311727,3104205
3104304,14008.209859272649,7318.185326896603,20692.246782203896,13374.061455307292,3104304
3104403,10536.711498306116,4072.416608380204,17112.91824814572,13040.501639765516,3104403
3104452,8476.145757005845,1687.1739609026363,15097.528850828596,13410.354889925959,3104452
3104502,11532.132859502293,5115.875659674198,17803.71591478541,12687.840255111212,3104502
3104601,17966.004672940417,11099.14978759577,24798.98913528081,13699.839347685042,3104601
3104700,10110.689960259204,3483.2559786747083,16787.15620940508,13303.90023073037,3104700
3104809,12415.253222244291,5734.731918353606,19188.431328768296,13453.69941041469,3104809
3104908,13305.165690970816,6647.50294693409,19935.735491913463,13288.232544979373,3104908
3105004,13479.554515381516,6876.6226577866455,20161.975944723126,13285.35328693648,3105004
3105103,20932.149965818648,13873.643396810678,27668.353129073555,13794.709732262878,3105103
3105202,8657.540659074617,2025.5280194433747,15174.64595599417,13149.117936550796,3105202
3105301,11059.675638588413,4553.9388493144015,17537.52888994401,12983.590040629608,3105301
3105400,33138.440474440264,26474.027529172585,39880.725351252244,13406.697822079659,3105400
3105509,8201.055643148162,1622.7136706950566,14702.03587142019,13079.322200725133,3105509
3105608,18566.62419805766,11771.369069640625,25450.688189845725,13679.3191202051,3105608
3105707,10767.380790405681,4252.296368067706,17332.550559459025,13080.25419139132,3105707
3105905,19250.89677908746,12444.298082437881,25998.819212985836,13554.521130547955,3105905
3106002,24466.83468715537,17575.765029374023,31200.38296040548,13624.617931031458,3106002
3106101,13519.797336317362,6986.543674394695,19931.222297594682,12944.678623199987,3106101
3106200,34071.88981013796,27333.818812241305,40707.131413250776,13373.312601009471,3106200
3106309,56193.83270404948,49502.18113171372,63065.688645395945,13563.507513682227,3106309
3106408,18720.80105005145,12113.514208157398,25023.53896775352,12910.024759596123,3106408
3106507,7313.012189820612,688.6337388433125,13930.773984051933,13242.14024520862,3106507
3106606,8014.950224285176,1152.9759925645683,14828.20211333712,13675.226120772551,3106606
3106655,8626.59913941811,1847.0781912277325,15157.602338369914,13310.524147142181,3106655
3106705,58068.52745269859,51408.286717744275,64502.83801704387,13094.551299299594,3106705
3106804,8916.656030419976,2214.9821714949117,15682.068527054309,13467.086355559397,3106804
3106903,15290.387230177055,8623.025586895088,22084.70145722263,13461.67587032754,3106903
3107000,15043.482471219435,8543.637861596153,21613.247282363667,13069.609420767514,3107000
3107109,18562.270811849183,11531.964114726736,25117.731087666252,13585.766972939517,3107109
3107208,10167.329566217488,3158.1848970262818,17399.89280419924,14241.707907172959,3107208
3107307,15267.097404575306,8545.44359557759,22017.32746277545,13471.883867197861,3107307
3107406,22650.015575983653,16046.208032145407,29217.415106144013,13171.207073998607,3107406
3107505,15420.696806987764,8789.4680792467,22106.1057469642,13316.6376677175,3107505
3107604,26405.426955612373,19875.337969648648,32823.62403533748,12948.286065688833,3107604
3107703,13998.190125350713,7399.46765399937,20447.245190799604,13047.777536800233,3107703
3107802,8558.220848728073,1878.7364936626202,15129.972455308873,13251.235961646253,3107802
3107901,11088.824931053903,4319.3864592131495,17822.987285144514,13503.600825931364,3107901
3108008,16451.251038889513,9869.891417072244,23036.428436352726,13166.537019280482,3108008
3108107,12108.909647877454,5582.833252260753,18412.3310170205,12829.497764759748,3108107
3108206,34387.736060401614,27666.812139789858,41113.42125712655,13446.609117336695,3108206
3108255,6603.257956085796,-187.82292632017803,13387.656089568434,13575.479015888612,3108255
3108305,14692.676696691753,7958.473993759314,21371.49703859214,13413.023044832826,3108305
3108404,14177.486082091096,7400.640906763832,20847.374956951255,13446.734050187422,3108404
3108503,9174.511859221253,2615.7609455723036,15762.10542023285,13146.344474660547,3108503
3108552,14308.207447255621,7703.627157755337,21003.180371229435,13299.553213474097,3108552
3108602,8874.555199455384,2155.2288191360485,15650.696129582433,13495.467310446384,3108602
3108701,8039.753059291716,1370.8387544791274,14689.225434498532,13318.386680019405,3108701
3108800,26153.85484953121,19811.18681906438,32407.14569060411,12595.95887153973,3108800
3108909,11059.904773609682,4587.912550272028,17511.448262653877,12923.53571238185,3108909
3109006,62609.546235275644,55897.58526984661,69244.28126406755,13346.695994220943,3109006
3109105,12510.900534323153,5422.608541373374,19288.87031075563,13866.261769382254,3109105
3109204,10786.060806025716,4302.8125609935905,17400.913796469566,13098.101235475975,3109204
3109253,8234.421708637914,1674.6652524510746,14909.823512504707,13235.158260053631,3109253
3109303,27844.888798155265,21300.90965526447,34409.94716950122,13109.037514236748,3109303
3109402,14498.761625771021,7826.0494662759165,21125.646346309182,13299.596880033267,3109402
3109451,32546.084238859465,25415.7210831717,39512.67320985452,14096.95212668282,3109451
3109501,14435.104875028808,7777.092446563574,21084.058272864568,13306.965826300993,3109501
3109600,11183.092379746486,4722.938744511029,17665.400893415605,12942.462148904575,3109600
3109709,24062.77299687795,17187.73958518965,30904.06991065416,13716.33032546451,3109709
3109808,31182.53712538237,24429.996922652765,37831.651485366405,13401.65456271364,3109808
3109907,20243.008280594375,13484.550015596267,27046.11071802621,13561.560702429944,3109907
3110004,14493.406270685353,7895.655841208645,21128.966909636616,13233.31106842797,3110004
3110103,11230.17172936582,4586.209260189659,17819.364862819646,13233.155602629988,3110103
3110202,15129.930702744337,8181.874908902515,21774.08423010155,13592.209321199036,3110202
3110301,15233.681807731624,8703.33482308263,21834.143736129852,13130.808913047222,3110301
3110400,13010.067368789068,6201.771499523263,19706.024465160455,13504.252965637192,3110400
3110509,25387.371917936685,19180.46295781197,31568.540700138325,12388.077742326353,3110509
3110608,35524.665527413126,28945.382934183013,42113.861933975786,13168.478999792773,3110608
3110707,18589.76351551532,11900.27663009748,25312.506024634095,13412.229394536615,3110707
3110806,10763.714998050777,4174.661558900687,17306.372167996065,13131.710609095378,3110806
3110905,17868.07016569397,11147.435730650033,24403.220681788807,13255.784951138774,3110905
3111002,15094.834354619208,8449.415348036113,21485.156855804875,13035.741507768762,3111002
3111101,23115.377669217312,16013.892400661307,30036.761062434623,14022.868661773316,3111101
3111150,8316.575488688926,1822.5484926076724,14923.804807430852,13101.256314823178,3111150
3111200,16684.788111203226,10182.087410978771,23335.19714464159,13153.109733662817,3111200
3111309,12459.491004166113,5726.679163650318,19181.74899762735,13455.069833977032,3111309
3111408,51952.975346856736,45069.909501041846,58782.70729159185,13712.797790550001,3111408
3111507,18970.806459527364,12290.59212814184,25464.82097210024,13174.228843958399,3111507
3111606,15355.105484920345,8988.392204279431,21841.039128133543,12852.646923854112,3111606
3111705,11839.135186360778,4919.3423516867315,18650.909553067675,13731.567201380944,3111705
3111804,29466.189937633717,23003.93604235347,35954.270137893574,12950.334095540104,3111804
3111903,10992.22412432326,4237.528023984328,17750.193511007725,13512.665487023398,3111903
3112000,16086.909682571117,9426.79952750393,22532.211733539745,13105.412206035815,3112000
3112059,9371.3233602139,2575.9111884329013,16289.993460177759,13714.082271744857,3112059
3112109,13322.276718977982,6795.426491557746,20094.368305978423,13298.941814420677,3112109
3112208,9523.136957756538,2763.4683247110142,16094.928792240495,13331.46046752948,3112208
3112307,14728.086226630927,8180.652135204261,21333.183333699188,13152.531198494926,3112307
3112406,16154.941494112216,10003.045889925384,22501.069829219465,12498.02393929408,3112406
3112505,9183.602204440507,2544.580602809905,15915.063313791126,13370.482710981221,3112505
3112604,21980.418192530153,15336.568316792474,28621.739485390997,13285.171168598523,3112604
3112653,8549.616844039578,2283.4634487035473,15009.637707840848,12726.1742591373,3112653
3112703,18264.855663318765,12087.482019211346,24641.14659296051,12553.664573749165,3112703
3112802,23796.956382697626,17221.415247528912,30586.688954240246,13365.273706711334,3112802
3112901,9322.016596784768,2967.943571189662,15588.152222165452,12620.20865097579,3112901
3113008,6490.248505986242,13.960889954171817,13041.995990379939,13028.035100425766,3113008
3113107,9109.496369810367,2213.1287027562553,15855.532212556314,13642.403509800059,3113107
3113206,20714.443825608465,14241.693574123812,27454.760134389926,13213.066560266114,3113206
3113305,14325.128445870321,7640.557943322002,21173.70988668131,13533.15194335931,3113305
3113404,16532.644322310625,9909.954329303891,23134.156502749138,13224.202173445246,3113404
3113503,13782.969645742765,7556.94568583577,20288.275133820774,12731.329447985005,3113503
3113602,18343.090024287907,11580.912090595579,24939.334309944654,13358.422219349075,3113602
3113701,17630.218875344253,11038.211107638042,24300.189143397234,13261.978035759192,3113701
3113800,10312.309146358091,3563.35394847104,16787.71534861462,13224.36140014358,3113800
3113909,17075.784192697436,10293.66138606796,23954.75519570917,13661.09380964121,3113909
3114006,14305.049559348607,7352.544208626102,21128.356776792574,13775.812568166471,3114006
3114105,12645.670820413203,6169.181931038557,19176.90009655662,13007.718165518061,3114105
3114204,17509.720124548934,10799.424438562506,24021.521922302923,13222.097483740417,3114204
3114303,20998.425646482185,14401.250888715715,27402.12337291556,13000.872484199846,3114303
3114402,19779.170404357697,13254.797014207767,26519.124766526435,13264.327752318668,3114402
3114501,18575.212587636273,11798.042739394714,25360.158413279674,13562.11567388496,3114501
3114550,27813.554314645768,21017.46968414545,34690.84094521506,13673.37126106961,3114550
3114600,19534.70696377657,12761.64609991138,26388.57858956633,13626.932489654948,3114600
3114709,13463.597896918931,7051.483018187098,20055.942381266497,13004.459363079399,3114709
3114808,11428.309801624006,4697.637199813169,18155.87503120944,13458.237831396273,3114808
3114907,17489.92651840807,10844.30579993577,24356.233957500768,13511.928157564998,3114907
3115003,17901.332938818607,11508.342122336313,24596.20091557456,13087.858793238249,3115003
3115102,17113.580510623528,10312.905804575972,23790.277047075626,13477.371242499654,3115102
3115201,11089.38752405822,4389.092920010034,17848.167467981195,13459.074547971162,3115201
3115300,18630.84568202468,12160.455368055395,25305.6105365289,13145.155168473506,3115300
3115359,164481.69544515674,157748.2083965683,171006.1398330457,13257.931436477375,3115359
3115409,8183.139200379045,1894.142047487523,14365.13796881012,12470.995921322597,3115409
3115458,8809.89938961057,2390.440827919781,15454.048117563954,13063.607289644173,3115458
3115474,7720.686224288722,1086.712387007669,14186.943688798036,13100.231301790367,3115474
3115508,13767.198917937345,7172.369537018771,20340.443053992047,13168.073516973276,3115508
3115607,14344.38961174683,7551.298061692449,20873.943494086398,13322.645432393949,3115607
3115706,10094.498718725641,3587.7449586247844,16552.6950384215,12964.950079796718,3115706
3115805,19747.003288158026,13045.13688099939,26586.662048834332,13541.525167834943,3115805
3115904,11521.144859824904,4750.898737678262,18211.721478161497,13460.822740483236,3115904
3116001,11242.561629443733,4574.698476280834,17892.195639320664,13317.497163039829,3116001
3116100,5836.0354099212645,-789.139754971671,12316.831485887416,13105.971240859088,3116100
3116159,13890.54974011433,7407.318472260336,20439.082338189535,13031.763865929199,3116159
3116209,10741.773228273216,4070.269023246457,17587.35477026341,13517.085747016952,3116209
3116308,7136.678927759063,612.8119971819447,13777.127875211123,13164.315878029178,3116308
3116407,23136.473788044583,16639.5175995046,29791.102648660086,13151.585049155485,3116407
3116506,8462.803809567933,1608.8261254535719,15362.477290075105,13753.651164621533,3116506
3116605,21298.71592727721,14753.940057238133,28067.791277406912,13313.851220168779,3116605
3116704,12456.753912736074,5875.477619989699,19075.514509716068,13200.036889726369,3116704
3116803,8835.504147008649,2256.443063264894,15403.370489320743,13146.927426055849,3116803
3116902,33481.702211893615,26962.29087923752,40115.77477592637,13153.483896688853,3116902
3117009,7481.09840628946,615.0017770682506,14192.302424928326,13577.300647860076,3117009
3117108,17074.322451989417,10615.922977081067,23430.340773413736,12814.41779633267,3117108
3117207,14316.193392095132,7438.649991842234,21223.411735181748,13784.761743339513,3117207
3117306,29852.97738887331,23187.42943930951,36603.92172190041,13416.492282590902,3117306
3117405,10138.561877831857,3494.5650656215894,16745.263834487894,13250.698768866305,3117405
3117504,99411.58536817059,92807.36322149352,105886.98021080822,13079.616989314702,3117504
3117603,44531.58296352857,38099.03756931452,50710.536927164496,12611.499357849978,3117603
3117702,14538.481188567263,7777.877622933267,21212.635544174016,13434.757921240749,3117702
3117801,13880.320230251999,7247.943713071378,20508.939055651448,13260.99534258007,3117801
3117836,6505.125583694177,-390.23278745264383,13411.62444047542,13801.857227928063,3117836
3117876,128363.56431298997,121440.55023280134,134975.55660110473,13535.006368303395,3117876
3117900,14520.994811258272,7893.808417367501,21015.64964813266,13121.84123076516,3117900
3118007,49209.42974029743,42690.84439759693,55605.06032785357,12914.215930256643,3118007
3118106,7397.310405773937,894.512158338297,13991.597879167544,13097.085720829247,3118106
3118205,42978.151524111185,36398.304327139944,49392.458897273274,12994.15457013333,3118205
3118304,15748.470289907335,8952.48514748643,22391.857270954708,13439.372123468278,3118304
3118403,11819.14513305198,5193.308586032148,18486.40407604512,13293.095490012973,3118403
3118502,12766.555918088814,6343.741921889998,19321.36213995213,12977.620218062131,3118502
3118601,40561.60944785687,34011.80797730565,47165.07299755791,13153.265020252256,3118601
3118700,15758.361833752804,9153.615755654495,22176.503735698167,13022.887980043672,3118700
3118809,8213.558375909082,1690.159631510539,14961.600837691489,13271.441206180949,3118809
3118908,10494.607860399457,3854.2683864791325,16733.657683182708,12879.389296703575,3118908
3119005,16750.695115532322,9871.96536592379,23307.700969111855,13435.735603188064,3119005
3119104,14406.31371792141,7951.0391822388965,20971.78625606912,13020.747073830225,3119104
3119203,8944.27375673056,2123.1514145846113,15801.316607404127,13678.165192819517,3119203
3119302,31552.521620789827,25009.67557682455,38183.91347387825,13174.237897053703,3119302
3119401,14180.95894307196,7368.035682236229,21082.51959134701,13714.483909110779,3119401
3119500,8346.706583288393,1627.5375138068778,14951.738301092451,13324.200787285574,3119500
3119609,12632.308222015376,6245.438231917508,19187.131383312586,12941.693151395077,3119609
3119708,14011.76505564872,7503.978791609883,20570.511073960468,13066.532282350585,3119708
3119807,31433.71731397151,24725.90634207134,38076.12501702473,13350.21867495339,3119807
3119906,8886.066292224707,2528.146473166967,15172.27434079028,12644.127867623312,3119906
3119955,28555.176270003387,21837.733504494965,35337.785245595114,13500.05174110015,3119955
3120003,10368.43698869901,3544.785210043711,17120.80599603049,13576.020785986779,3120003
3120102,10567.001399231533,3862.250375017028,16983.98425302986,13121.73387801283,3120102
3120151,8033.477117403545,1398.1701137023451,14477.75369766867,13079.583583966325,3120151
3120201,14238.198776224233,7521.989612766521,20877.630501855874,13355.640889089354,3120201
3120300,8193.31987524471,1612.2426788539317,14898.109297674693,13285.86661882076,3120300
3120409,16432.780179217338,9633.153041596457,23055.877924507648,13422.72488291119,3120409
3120508,15575.906158115076,8832.630297807407,22237.83365341726,13405.203355609852,3120508
3120607,11520.084814853872,4891.546563557903,18324.561520568812,13433.01495701091,3120607
3120706,22697.142533142844,16356.21646548557,29075.48122685627,12719.264761370701,3120706
3120805,13443.578382526694,6870.891275431374,20049.362804960416,13178.47152952904,3120805
3120839,9758.51061641408,3049.1503687860427,16465.514662300106,13416.364293514063,3120839
3120870,7777.596382450154,1298.904173709926,14325.533718444682,13026.629544734755,3120870
3120904,18032.349424922526,11530.906721870699,24878.984115791958,13348.07739392126,3120904
3121001,9158.911817421957,2311.381244795909,16219.076009770819,13907.694764974909,3121001
3121100,10823.697971968772,4014.670435760086,17513.576847509896,13498.90641174981,3121100
3121209,21732.026312904614,14961.66522878824,28290.309503519165,13328.644274730925,3121209
3121258,33193.18135410401,26743.692427299982,39647.789727620155,12904.097300320173,3121258
3121308,11889.30949619804,5322.068152632758,18529.977143341937,13207.90899070918,3121308
3121407,15509.284494650374,9116.010157912579,21863.80364464997,12747.79348673739,3121407
3121506,11539.36809703589,4601.6528654803515,18236.326909456293,13634.674043975941,3121506
3121605,14232.086848214361,7761.124707039549,20772.713034667675,13011.588327628126,3121605
3121704,8226.712990192626,1543.995860978477,15043.166431107738,13499.170570129261,3121704
3121803,8562.103518922964,2025.6786569328808,15204.750117404707,13179.071460471825,3121803
3121902,12311.072650354872,5728.930469076636,18767.49720263032,13038.566733553682,3121902
3122009,11149.884232851504,4686.8407054170875,17721.564370451684,13034.723665034597,3122009
3122108,8954.707459011928,2373.6527033466773,15582.808443832986,13209.155740486309,3122108
3122207,7680.798468395993,1098.2006471321338,14198.998454193366,13100.797807061233,3122207
3122306,24358.425829530475,18041.278979135095,30812.53265513405,12771.253675998956,3122306
3122355,15730.0801007096,9175.61047962686,22244.598486335643,13068.988006708783,3122355
3122405,13320.6585843113,6659.22396777261,20000.496521906553,13341.272554133942,3122405
3122454,6673.468942258824,-34.79274405678729,13516.910035081004,13551.702779137791,3122454
3122470,12537.542414035977,6106.1102380483,19049.286147495983,12943.175909447684,3122470
3122504,9604.389754178059,2989.4795210833036,16088.566805857798,13099.087284774494,3122504
3122603,9711.518391624384,3208.160239742083,16322.663575165503,13114.50333542342,3122603
3122702,14644.190945682863,8137.327359128783,21422.962227929518,13285.634868800735,3122702
3122801,9360.09203279198,2690.596453752853,16466.228432265594,13775.631978512742,3122801
3122900,11030.095074202203,4409.293165413218,17654.475595859214,13245.182430445995,3122900
3123007,22529.451740631142,15807.564085135511,29330.604571037737,13523.040485902226,3123007
3123106,19363.736477051876,12841.849090355086,25953.11985866137,13111.270768306282,3123106
3123205,15419.416942856848,8914.06065176092,21870.744768370343,12956.684116609424,3123205
3123304,10277.195815207695,3514.5115749482075,17123.134562005394,13608.622987057188,3123304
3123403,29079.778394055385,22503.35255611523,35498.28592746235,12994.933371347117,3123403
3123502,25855.197541652786,18887.59109786097,32588.089942791645,13700.498844930673,3123502
3123528,11325.620142773765,4802.98751318909,17973.290670279486,13170.303157090395,3123528
3123601,18204.53125999301,11737.36828067305,24841.307138435703,13103.938857762652,3123601
3123700,9909.135244360254,3401.302652554213,16594.463342745163,13193.160690190949,3123700
3123809,9956.41187106369,3254.033001269725,16508.77310441392,13254.740103144193,3123809
3123858,8851.109525393807,2177.457853593797,15734.357383663422,13556.899530069626,3123858
3123908,11926.53510534463,5307.594836603538,18281.110377037578,12973.51554043404,3123908
3124005,14711.299191011196,8131.801082216295,21097.833690483003,12966.032608266709,3124005
3124104,9273.2079805038,2725.525286618886,15857.683487151864,13132.158200532978,3124104
3124203,14374.01630839876,7797.71433778233,21065.006695209417,13267.292357427086,3124203
3124302,8427.000179304654,1900.467110445706,14892.855687906247,12992.38857746054,3124302
3124401,15594.407432920136,9002.893302892138,22372.871909890604,13369.978606998466,3124401
3124500,22342.858194138058,15450.24271755029,28959.603719806775,13509.361002256484,3124500
3124609,11868.892091152109,5478.0735324843035,18164.801072476956,12686.727539992651,3124609
3124708,25992.070366513864,19348.30893408884,32574.325826758177,13226.016892669337,3124708
3124807,53392.035021436335,47040.50808880366,59840.532909833375,12800.024821029714,3124807
3124906,12604.994825278647,5973.861555972839,19282.204538188034,13308.342982215196,3124906
3125002,9690.28647008334,3010.1771083178105,16141.976799533923,13131.799691216112,3125002
3125101,187879.3242071613,181011.36153657208,194579.50016248267,13568.138625910593,3125101
3125200,15699.329962232836,9010.137272415777,22191.521352854288,13181.38408043851,3125200
3125309,14238.96650268883,7732.818281555349,20985.22865668129,13252.410375125943,3125309
3125408,8838.87623066933,2544.260423948188,15373.319276724393,12829.058852776205,3125408
3125507,9800.615069962023,3056.8340307530425,16611.393922901734,13554.559892148693,3125507
3125606,7657.866024599505,659.9114857625574,14537.745124376812,13877.833638614255,3125606
3125705,16447.824572940975,9943.267898693588,23270.22266592396,13326.954767230372,3125705
3125804,10289.177747263057,3504.1357432514037,17013.849759695426,13509.714016444022,3125804
3125903,10618.90055767887,4111.850772790818,17115.66285986802,13003.812087077204,3125903
3125952,9571.829078115725,3021.915083700477,16266.2097767076,13244.294693007123,3125952
3126000,13784.952168086871,7280.676098432918,20573.397926415753,13292.721827982836,3126000
3126109,21692.996028899564,15254.793237409427,28441.74090651551,13186.947669106085,3126109
3126208,19036.49164965192,12203.319754482818,25535.717037697228,13332.39728321441,3126208
3126307,33024.4873904425,26299.825275679235,39557.80793192745,13257.982656248212,3126307
3126406,12261.663934671384,5629.405258135367,18729.395665361248,13099.99040722588,3126406
3126505,5894.231970394521,-757.6108389995813,12424.214107720256,13181.824946719837,3126505
3126604,12212.797979890958,5918.60375368606,18609.653224510697,12691.049470824637,3126604
3126703,12457.34463483331,5813.561312124896,19139.982729489137,13326.42141736424,3126703
3126752,10874.636038966773,4147.415156136952,17617.04481939896,13469.62966326201,3126752
3126802,8989.06674241879,2325.2822397620675,15439.631675606568,13114.3494358445,3126802
3126901,9736.29567812665,2891.83767926591,16516.311763287136,13624.474084021225,3126901
3126950,8061.870696532169,1203.5032748213312,14901.09706284204,13697.59378802071,3126950
3127008,52098.86425123609,45478.579242849344,58737.52975078451,13258.950507935166,3127008
3127057,7429.68310516167,1071.1562793655567,13917.77476974553,12846.618490379973,3127057
3127073,6781.369956828573,-12.573603674928291,13692.377817214545,13704.951420889473,3127073
3127107,26823.84241507155,20588.304267882755,33199.897154355545,12611.59288647279,3127107
3127206,11920.06554672963,5582.7443025288685,18339.913532955383,12757.169230426514,3127206
3127305,10974.28626086856,4371.136481336215,17787.384575605076,13416.24809426886,3127305
3127339,7949.701973076674,1186.6087327437197,14726.546295371383,13539.937562627663,3127339
3127354,9653.364250044528,3044.631619212768,16336.454739149647,13291.823119936878,3127354
3127370,10332.421457076332,3523.5724830209815,17063.96415474083,13540.391671719846,3127370
3127388,12822.845424624238,6141.804015211549,19753.30988612822,13611.50587091667,3127388
3127404,12967.165552616449,6407.122436195774,19563.63774610689,13156.515309911118,3127404
3127503,7685.582098500578,585.526714747037,14748.931003812126,14163.404289065089,3127503
3127602,11314.204440580279,4504.345946114452,18063.7998861778,13559.453940063348,3127602
3127701,19649.363832769628,13117.78500856265,26160.777851896462,13042.992843333812,3127701
3127800,27660.2543246358,20848.00288610608,34089.54400903958,13241.5411229335,3127800
3127909,18777.30295325362,11857.872924366533,25553.2523942967,13695.379469930165,3127909
3128006,17993.170920063807,11293.351307663628,24741.511498894437,13448.160191230809,3128006
3128105,15281.893101987062,8579.687876760105,21728.947977649797,13149.260100889693,3128105
3128204,7786.9243988514845,1280.887653538702,14057.552741928299,12776.665088389596,3128204
3128253,12248.610343565735,5848.697168257533,18819.50250445132,12970.805336193787,3128253
3128303,20797.446665331092,14163.308113334328,27523.79481287665,13360.486699542324,3128303
3128402,13079.761655436736,6435.153257816895,19802.278276390087,13367.125018573191,3128402
3128501,11041.693079782108,4272.043795801211,18044.498102539157,13772.454306737945,3128501
3128600,51957.725580784936,45453.62394492655,58656.635606627126,13203.011661700577,3128600
3128709,35937.9215876428,29319.692817139443,42421.38904247197,13101.69622533253,3128709
3128808,13517.098821017065,7097.153172493468,20236.552023737622,13139.398851244154,3128808
3128907,19463.872155911704,12773.024804223653,25877.65319818346,13104.628393959807,3128907
3129004,10393.890176856798,3729.863817895665,17092.32679733109,13362.462979435426,3129004
3129103,19582.692348869703,12786.186276591763,26435.04003753298,13648.853760941218,3129103
3129202,13658.19531552619,7136.169168194955,20294.830391275787,13158.661223080831,3129202
3129301,9178.286320063993,2190.7543379591625,15877.605040793147,13686.850702833985,3129301
