cod_mun,alpha_mun_mean,alpha_mun_lo,alpha_mun_hi,alpha_mun_range,nome_municipio
2510105,7382.95215834139,347.87165317770985,14355.847664677001,14007.976011499291,2510105
2510204,7351.1782801608715,965.5030921014868,13714.961877800804,12749.458785699317,2510204
2510303,7729.056571970678,1078.0026896930972,14340.751659375628,13262.74896968253,2510303
2510402,7504.382750709724,887.4433462536902,13967.503269884615,13080.059923630924,2510402
2510501,8212.074306255265,1193.769742825452,15237.718260441809,14043.948517616356,2510501
2510600,9227.006714640625,2377.3833969032703,15808.579918973383,13431.196522070113,2510600
2510659,9935.442650208828,3011.0646065082387,16651.625216054235,13640.560609545997,2510659
2510709,9268.691524927799,2529.345579219435,15986.505063501561,13457.159484282127,2510709
2510808,13934.823176963697,7169.605051983617,20744.04687567,13574.441823686382,2510808
2510907,8956.184874207593,2244.9223423427325,15352.866294832114,13107.943952489382,2510907
2511004,7794.085209882687,1326.5026904882016,14290.89087154855,12964.388181060349,2511004
2511103,8532.615499265426,1811.9051614743626,15207.045655681433,13395.140494207071,2511103
2511202,14821.875125369714,8154.080589882915,21627.06005518288,13472.979465299964,2511202
2511301,9943.310545031236,3369.961730602732,16465.295295610907,13095.333565008175,2511301
2511400,8626.587628117391,2093.475729300917,15101.190953015908,13007.715223714991,2511400
2511509,7423.712997650481,862.0783309392763,13982.296530574728,13120.218199635452,2511509
2511608,9796.187371410733,3177.7442251392486,16315.850908751097,13138.106683611848,2511608
2511707,8317.16971308699,1700.0171531121061,14869.061649263009,13169.044496150902,2511707
2511806,7337.694144244843,816.9299997678272,14009.417625374734,13192.487625606907,2511806
2511905,12097.36955135173,5474.191772322827,18837.18948950284,13362.997717180015,2511905
2512002,11492.993198079013,4962.32116922509,17745.807053784243,12783.485884559153,2512002
2512036,7885.985966215927,1208.4421405636542,14392.835938623472,13184.393798059817,2512036
2512077,8636.900261331602,1770.8490102786877,15233.282109633761,13462.433099355074,2512077
2512101,10589.244418329336,3950.2432025324356,17041.801807238215,13091.558604705779,2512101
2512200,10576.253701217955,3899.1660683614227,17172.40012029975,13273.234051938327,2512200
2512309,8571.088386738358,2161.3131164774036,15018.246673075788,12856.933556598384,2512309
2512408,7132.089374537728,573.6768372029518,13628.93866912161,13055.261831918659,2512408
2512507,9878.80702595847,3444.3345846912753,16455.11012955654,13010.775544865264,2512507
2512606,9919.027245404975,3290.613460958694,16895.262315630993,13604.6488546723,2512606
2512705,7951.59450033076,1366.0808016590663,14674.123106257453,13308.042304598388,2512705
2512721,7429.242313983997,720.2606668443237,14324.909834627082,13604.649167782758,2512721
2512747,7948.762814801369,1129.2567278306506,14646.07042498876,13516.81369715811,2512747
2512754,8504.223064957167,1848.2196133829775,15082.685000097492,13234.465386714513,2512754
2512762,8934.712213793324,2326.231994882542,15546.429321241167,13220.197326358624,2512762
2512788,10724.841519549524,4205.277196325969,17398.171841533254,13192.894645207285,2512788
2512804,7829.407487109457,1084.5137843906068,14327.807600273889,13243.293815883282,2512804
2512903,9890.810241479961,3147.20328711987,16618.32497059201,13471.12168347214,2512903
2513000,6532.314255238366,-260.29336082611974,13298.757818253438,13559.051179079557,2513000
2513109,8248.113050307073,1801.7427268898275,14766.007779911513,12964.265053021685,2513109
2513158,7470.354351245726,767.5176341135227,13922.445077695676,13154.927443582154,2513158
2513208,7650.133431733219,1198.6389387255965,14119.498257638143,12920.859318912546,2513208
2513307,7901.983999332485,1232.5485449659964,14595.559689902864,13363.011144936867,2513307
2513356,7648.002700187453,1414.156160617776,14007.920080900049,12593.763920282272,2513356
2513406,12343.064213255648,5889.764458990081,19159.566644699316,13269.802185709235,2513406
2513505,7495.753289425755,661.954448627669,14167.188737282058,13505.23428865439,2513505
2513604,7326.364952187548,585.8294606344216,14098.55009673006,13512.720636095637,2513604
2513653,8901.937073162955,2307.4372865346672,15568.266612089006,13260.82932555434,2513653
2513703,15845.75636269239,9097.903616352272,22803.559100128994,13705.655483776722,2513703
2513802,8833.184198795572,2179.871917974946,15554.330777175976,13374.45885920103,2513802
2513851,9041.352070866853,2288.8080495970585,15717.154018741245,13428.345969144186,2513851
2513901,11060.388268281466,4607.940086069217,17612.712547033298,13004.77246096408,2513901
2513927,8822.685233614635,2412.600496767232,15441.000514893512,13028.40001812628,2513927
2513943,8363.190437521536,1745.980395521657,15022.704078770894,13276.723683249236,2513943
2513968,8323.441252787588,1565.0341880503886,14905.797008301972,13340.762820251583,2513968
2513984,8795.482665997446,2289.301189679376,15379.20135720256,13089.900167523185,2513984
2514008,9422.733541589107,2712.45730377167,16018.31197636939,13305.854672597721,2514008
2514107,7059.997392378376,579.8672372674706,13753.88901634039,13174.02177907292,2514107
2514206,7231.274133050405,603.4264147358085,13678.503908361317,13075.07749362551,2514206
2514305,6821.723209209417,174.07150138137942,13416.324513768133,13242.253012386755,2514305
2514404,9406.272868084787,2870.5990833483643,16057.006527021069,13186.407443672704,2514404
2514453,7641.994122982785,1264.2196740300926,13917.86464331233,12653.644969282237,2514453
2514503,8796.260218126768,2092.448315398417,15609.59728692555,13517.148971527133,2514503
2514552,6907.773575318194,385.55048720496274,13547.431520198528,13161.881032993566,2514552
2514602,7010.825250945038,66.80131078333794,14097.874666097432,14031.073355314094,2514602
2514651,11132.013217500042,4477.2980364806735,18031.715117970947,13554.417081490274,2514651
2514701,14515.558122581477,7989.036542830894,21084.600592371644,13095.56404954075,2514701
2514800,7360.794375088278,1084.005411541612,13895.788468265791,12811.78305672418,2514800
2514909,8454.271859786137,1741.3029288454204,15049.236373094785,13307.933444249365,2514909
2515005,8127.9465316785445,1719.141805278155,14661.119472294356,12941.977667016201,2515005
2515104,7042.8869945587585,486.342143499121,13802.784969406935,13316.442825907814,2515104
2515203,8222.167196140073,1887.8946906634515,14765.418533652399,12877.523842988947,2515203
2515302,9846.460726589337,3250.4758948583185,16456.391758697682,13205.915863839364,2515302
2515401,6127.581227235774,-412.72804049740324,12660.402209154483,13073.130249651886,2515401
2515500,8339.738852627994,1499.795164807039,15182.08056115464,13682.2853963476,2515500
2515609,8948.240239440682,2195.1683597407077,15699.647344932915,13504.478985192207,2515609
2515708,11555.63850888439,4819.628759695651,18442.298303276228,13622.669543580578,2515708
2515807,7955.538288228091,1547.623840461042,14382.98684669212,12835.363006231079,2515807
2515906,9109.061323562431,2845.2309266019115,15623.955766002113,12778.724839400202,2515906
2515930,8658.607908849079,2052.76214859161,15320.18715986577,13267.425011274161,2515930
2515971,9990.243407527112,3340.275287004711,16881.22905279065,13540.95376578594,2515971
2516003,9385.096664608649,2573.775140521337,16045.737638212737,13471.9624976914,2516003
2516102,10516.1968215384,3808.041005004251,17088.179359613794,13280.138354609542,2516102
2516151,8252.326394486106,1561.989721253378,14948.379952350377,13386.390231096999,2516151
2516201,14295.180646050576,7935.295378964289,20889.2805758826,12953.985196918311,2516201
2516300,9169.445157416705,2676.4297181773313,15705.368981159487,13028.939262982156,2516300
2516409,6579.976630881207,-314.11144884441643,13378.963241873975,13693.074690718391,2516409
2516508,7479.716743572256,954.3088728328969,13955.0760675278,13000.767194694903,2516508
2516607,7249.47025305646,327.47817992112664,14022.166369165756,13694.688189244629,2516607
2516706,8462.228383031164,1840.4990709044675,15174.207579466924,13333.708508562457,2516706
2516755,8811.29996129386,1840.2361043479382,15786.77718918592,13946.541084837982,2516755
2516805,7321.012334987184,580.6298640860797,13839.549078344877,13258.919214258796,2516805
2516904,9671.322326101967,3245.8188524834313,15873.872956806159,12628.054104322728,2516904
2517001,7195.553015921771,623.828321616164,14086.556123994418,13462.727802378255,2517001
2517100,10045.179335448256,3215.853653878354,16819.319520789406,13603.465866911052,2517100
2517209,7190.558468770074,562.8370833846992,13902.47898009629,13339.641896711591,2517209
2517407,8784.266108739163,1993.7984265066725,15566.676541634315,13572.878115127642,2517407
2600054,14513.983519332009,7827.30803387667,21072.42716601952,13245.119132142849,2600054
2600104,10531.687897451817,3701.9101362382494,17422.06041883957,13720.15028260132,2600104
2600203,8384.863063673998,1882.8085168276407,14939.042279592577,13056.233762764936,2600203
2600302,9319.492844279657,2650.017706812978,16334.190562535583,13684.172855722605,2600302
2600401,6558.925216709335,-74.5735557379762,13221.30808160699,13295.881637344966,2600401
2600500,7248.907253668728,670.7944600079454,13732.016683747364,13061.22222373942,2600500
2600609,8163.296082459592,1573.1883947288252,14896.803123362035,13323.614728633209,2600609
2600708,7716.726587632839,969.1730041636964,14540.6318543234,13571.458850159703,2600708
2600807,7116.408255598011,660.128954700013,13831.151736648511,13171.022781948499,2600807
2600906,8806.201724389428,2392.598477184186,15266.029990587938,12873.431513403753,2600906
2601003,9154.078701187877,2530.3682240770395,15818.807028575746,13288.438804498706,2601003
2601052,6419.141497250452,-191.84662001688872,12973.894190312201,13165.74081032909,2601052
2601102,10364.192233569336,3763.158519722432,17122.01447950935,13358.855959786919,2601102
2601201,12300.537255237281,5594.138747570815,18838.768377780958,13244.629630210144,2601201
2601300,7287.429830160187,762.4915524100356,13676.096482250623,12913.604929840587,2601300
2601409,9353.87468280527,2440.60692880721,16089.652805687489,13649.045876880278,2601409
2601508,6418.754368683558,-270.1836159978503,13160.171352415324,13430.354968413174,2601508
2601607,10453.377647921669,4025.311648693484,16817.635494315553,12792.323845622068,2601607
2601706,21097.785730447053,14263.641373726772,28025.01568717807,13761.374313451299,2601706
2601805,6458.064904852393,-305.63839728179755,13270.231842989086,13575.870240270884,2601805
2601904,10919.452264874368,4207.746338377151,18065.260394416062,13857.514056038912,2601904
2602001,6525.160023117119,151.4694960212077,13020.09701287354,12868.627516852333,2602001
2602100,9456.28455295172,2715.32828999888,16025.365516238764,13310.037226239885,2602100
2602209,7443.161716521864,403.43603425728645,14195.067669988042,13791.631635730755,2602209
2602308,9501.479591571775,2685.723538881729,16111.365281454275,13425.641742572545,2602308
2602407,13596.053707844669,6996.5410440955275,20189.574457477163,13193.033413381636,2602407
2602506,7254.382208599091,687.2700226829872,13688.135153282888,13000.865130599901,2602506
2602605,6839.020245700761,491.843731152936,13196.284439176887,12704.44070802395,2602605
2602704,7187.204995711197,392.8267217251033,13857.135270054465,13464.308548329362,2602704
2602803,6908.305788346809,396.5934715094137,13580.151091382199,13183.557619872785,2602803
2602902,42050.808119594076,35585.169262774674,48735.030039294776,13149.860776520101,2602902
2603009,10679.954592018516,3879.191318096084,17331.17867055814,13451.987352462056,2603009
2603108,9051.543239032488,2577.0062636854104,15617.813572706804,13040.807309021393,2603108
2603207,9429.12015684746,2573.2557006811103,16152.769294702926,13579.513594021817,2603207
2603306,7938.925983598298,1166.6420582943526,14782.331113964035,13615.689055669684,2603306
2603405,7496.699324243405,1168.3775578538039,13878.584638818238,12710.207080964434,2603405
2603454,10125.588821859541,3792.1983056858435,16624.38641546563,12832.188109779785,2603454
2603504,7814.096177094024,948.6682038627401,14582.049636821917,13633.381432959177,2603504
2603603,23455.320221421756,16681.802308292212,30152.592083292515,13470.789775000303,2603603
2603702,7376.28463983982,629.1408801699472,14098.284342760238,13469.143462590291,2603702
2603801,8688.747570393587,2240.980931636553,15332.632762547675,13091.651830911122,2603801
2603900,7361.038799199855,720.3855033245818,13996.780267588278,13276.394764263696,2603900
2603926,5948.452588086593,-653.2802466568988,12527.563784347007,13180.844031003906,2603926
2604007,15246.277677643371,8757.929812376256,21910.559896653966,13152.63008427771,2604007
2604106,17890.317034048483,11140.829257980622,24521.17699601423,13380.347738033608,2604106
2604155,6209.427437813712,-666.0877478975393,13249.144216463703,13915.231964361243,2604155
2604205,6966.134649232303,283.10215414791855,13601.033625179558,13317.93147103164,2604205
2604304,7211.116584442782,626.8656401264501,13639.773484285137,13012.907844158686,2604304
2604403,8676.712002986733,2075.0622364214023,15204.999849682039,13129.937613260638,2604403
2604502,8824.059436560487,2059.787992301855,15611.831554030607,13552.043561728751,2604502
2604601,7753.013946487445,1233.4023818548806,14219.016087177222,12985.613705322341,2604601
2604700,7702.0492845760355,925.8066350391065,14306.872492053577,13381.06585701447,2604700
2604809,9347.833682159384,2583.844737195148,16015.421369749092,13431.576632553944,2604809
2604908,8033.744886455872,1466.5007048701489,14819.101360644157,13352.60065577401,2604908
2605004,9539.649151757789,2945.8136423596898,16114.51007973691,13168.69643737722,2605004
2605103,10636.444578931812,3867.5643899903457,17242.160129594413,13374.595739604067,2605103
2605152,10090.954362188757,3445.0027446858403,16601.113327614625,13156.110582928784,2605152
2605202,12267.448793235499,5688.938230896219,18995.465303073066,13306.527072176847,2605202
2605301,7498.466185643352,842.5700319497474,14240.619949393364,13398.049917443615,2605301
2605400,7819.960831190438,1111.2403302925297,14309.002428787322,13197.762098494792,2605400
2605459,39997.07121466311,33214.40200256266,46726.23246044559,13511.830457882934,2605459
2605509,8448.086176318307,1954.0952937174231,15041.621553717398,13087.526259999975,2605509
2605608,6491.491831828442,-203.33452268187133,13441.206179730569,13644.54070241244,2605608
2605707,11924.888838740168,5239.65010676303,18487.171620273486,13247.521513510455,2605707
2605806,6592.104620030764,-353.8349269559186,13252.379599606662,13606.21452656258,2605806
2605905,6948.462333329783,438.1371658824856,13437.024504069715,12998.887338187229,2605905
2606002,15477.959394248011,8890.153589331712,21931.537261094938,13041.383671763226,2606002
2606101,11744.897909252892,5065.339801836582,18299.51235732912,13234.172555492538,2606101
2606200,64263.512827526676,57508.737539968075,70933.96727861662,13425.229738648544,2606200
2606309,7682.634735088991,1082.2161398060587,14217.48683097282,13135.270691166763,2606309
2606408,12074.634163093599,5496.618161669137,18795.582510350454,13298.964348681317,2606408
2606507,7447.420934494617,932.0471083301136,14171.270356854513,13239.223248524399,2606507
2606606,8624.969975762624,1996.5414012088543,15152.344412714321,13155.803011505466,2606606
2606705,7393.094214863912,840.288585508593,14080.367490085726,13240.078904577133,2606705
2606804,20388.864886263495,13879.603959280847,26980.174538034742,13100.570578753895,2606804
2606903,6673.266119464687,152.45163847152185,13165.205390679106,13012.753752207584,2606903
2607000,6844.292440336245,222.57871816229968,13340.54838797939,13117.96966981709,2607000
2607109,7888.065252475127,1319.1541636072313,14333.601936473358,13014.447772866128,2607109
2607208,101146.53248608079,94494.14297723706,107898.75343393681,13404.610456699753,2607208
2607307,8377.676235040786,1481.9962306819245,15101.977653830254,13619.981423148329,2607307
2607406,11016.385110453022,4566.104016277723,17536.927171510255,12970.823155232532,2607406
2607505,7715.6453767870335,1499.6045282181476,14000.725142557392,12501.120614339245,2607505
2607604,8660.339499402095,2120.888820055241,15231.845584899876,13110.956764844635,2607604
2607653,10903.369352553114,4321.109898095935,17356.570512010603,13035.460613914667,2607653
2607703,7127.269446707393,649.8002827573197,13635.609826765914,12985.809544008594,2607703
2607752,50359.901242430285,43781.573874866386,57099.06689581448,13317.493020948095,2607752
2607802,9143.48752677705,2680.453367461587,15729.308164338101,13048.854796876514,2607802
2607901,18465.842636601505,11725.109825450607,25263.20772903825,13538.097903587644,2607901
2607950,7703.283865188715,911.3599640933222,14636.474680383,13725.114716289678,2607950
2608008,7033.474341197299,83.87034282091813,13997.859578533642,13913.989235712725,2608008
2608057,7748.366527086206,1034.7543866109702,14255.190115271904,13220.435728660934,2608057
2608107,7481.336427430784,614.7074374426467,14115.216064546568,13500.508627103922,2608107
2608206,9004.757595534296,2354.465669935569,15409.87608568735,13055.410415751781,2608206
2608255,8224.555987594085,1743.7545156960598,14702.921781478146,12959.167265782085,2608255
2608305,9128.915095099479,2299.8570776004703,15671.601072148484,13371.743994548013,2608305
2608404,6764.288283716185,150.34686229848728,13754.572889389025,13604.226027090537,2608404
2608453,10851.902441511325,4276.850404794401,17341.777497486546,13064.927092692145,2608453
2608503,14120.122685042961,7465.167737998136,20986.172359736807,13521.004621738672,2608503
2608602,7755.032794624454,1009.5730945427622,14695.956637451724,13686.383542908961,2608602
2608701,6613.548267857585,66.08400557671868,13296.19042459352,13230.106419016802,2608701
2608750,12064.794780487879,5013.775829190132,18884.28565980626,13870.509830616129,2608750
2608800,10152.627918259379,3263.1240161995634,16838.89675170463,13575.772735505067,2608800
2608909,11551.654583968335,4821.310219866895,18465.662220123533,13644.352000256638,2608909
2609006,9027.12046160288,2393.0016528523206,15630.602198258704,13237.600545406383,2609006
2609105,9937.410278595147,3342.776020986804,16475.29994670958,13132.523925722777,2609105
2609154,5627.88160601065,-862.5943876723113,12109.779795916003,12972.374183588316,2609154
2609204,7238.3895563803135,718.8630650010246,13845.735125097273,13126.872060096248,2609204
2609303,8597.308516993298,1908.779116988519,15152.080521360242,13243.301404371723,2609303
2609402,9925.120283489585,3452.4126103142976,16439.50656740022,12987.093957085925,2609402
2609501,14059.407028481108,7362.856495021227,20652.673533363493,13289.817038342266,2609501
2609600,13192.825199042807,6187.0879183344305,20208.695369354984,14021.607451020554,2609600
2609709,11649.987101240959,4777.092292078286,18538.657403119098,13761.56511104081,2609709
2609808,11015.01373204196,4282.139127611825,17493.894570519067,13211.755442907242,2609808
2609907,8229.838849043836,1842.55506812166,14569.726707646387,12727.171639524728,2609907
2610004,12465.660117227666,5939.982273512678,19216.910826973297,13276.928553460619,2610004
2610103,8240.278918110924,1470.5854813852993,14703.930877656925,13233.345396271627,2610103
2610202,6543.051555799432,20.359091613666536,13071.490979045204,13051.131887431537,2610202
2610301,13757.899260982476,7010.687126913562,20448.390218638364,13437.703091724801,2610301
2610400,7875.77282881303,1314.342643832171,14452.259659919566,13137.917016087395,2610400
2610509,7141.926534811215,669.0456092776216,13496.851604328975,12827.805995051353,2610509
2610608,11509.0624525794,4708.545348158395,18313.962784657404,13605.417436499009,2610608
2610707,12497.948309800417,6145.0878808031175,19062.23652403108,12917.148643227962,2610707
2610806,9187.473051279243,2520.380838205166,15619.382635662652,13099.001797457486,2610806
2610905,9608.285184082773,2936.584316641922,16412.294702417174,13475.710385775252,2610905
2611002,30256.829176833704,23490.42823200166,36904.23110258203,13413.80287058037,2611002
2611101,17168.07218855598,10522.300772369184,23680.14922380953,13157.848451440346,2611101
2611200,7190.0878595011445,505.50507697333603,13909.531358407266,13404.026281433931,2611200
2611309,12318.05023098405,5979.224662120155,18593.643912344476,12614.41925022432,2611309
2611408,11493.09534662809,4775.55826943238,18307.961676538915,13532.403407106534,2611408
2611507,7085.612189276412,301.1136780748744,13763.665537979996,13462.551859905121,2611507
2611533,7103.459629512182,424.07254167550315,13786.887668293162,13362.81512661766,2611533
2611606,29217.027691795727,22372.462072737235,35852.910428529736,13480.448355792501,2611606
2611705,8446.05257485556,1990.2455409323638,14785.313871841443,12795.068330909078,2611705
2611804,8687.801325018661,1971.610522189444,15418.60666278751,13446.996140598065,2611804
2611903,11372.385056979972,4824.409363386428,18080.098413435626,13255.689050049197,2611903
2612000,12857.585468333238,6367.851926993954,19170.273197037433,12802.42127004348,2612000
2612109,5935.276749926533,-839.7370957159902,12587.907474621963,13427.644570337954,2612109
2612208,14348.00047211985,7834.075906729206,21086.557556190754,13252.481649461548,2612208
2612307,7796.5388698197485,1247.8404778270992,14648.63314884938,13400.79267102228,2612307
2612406,7286.4687033075,860.2319638570037,13720.9868681072,12860.754904250196,2612406
2612455,6789.952409182851,292.8877194433385,13357.501314323994,13064.613594880655,2612455
2612471,6471.917111614165,15.426873767093957,12782.61642864327,12767.189554876177,2612471
2612505,13195.82442571084,6560.294666092642,19773.57104650438,13213.276380411739,2612505
2612554,6114.256779179752,-627.1397163990538,12634.761046859818,13261.900763258871,2612554
2612604,11575.979774533787,4823.370531483439,18210.257487308954,13386.886955825516,2612604
2612703,6929.940678285524,66.94193596710842,13865.822477238602,13798.880541271494,2612703
2612802,6626.691583007393,12.540633091417055,12902.015107984489,12889.474474893072,2612802
2612901,5957.306742991155,-904.1797882179601,12695.166086069179,13599.345874287139,2612901
2613008,15566.61519266847,8996.468728789609,22192.02393471355,13195.555205923942,2613008
2613107,8781.872401025397,2070.872854964038,15685.716027901019,13614.84317293698,2613107
2613206,8894.914675776366,2102.930314860913,15575.143847374977,13472.213532514064,2613206
2613305,7324.799620469293,521.7745052662602,13879.549957029296,13357.775451763036,2613305
2613404,10223.898329564568,3649.7477756950475,16948.704903519883,13298.957127824837,2613404
2613503,7433.048884164996,401.91781769580024,14337.611621277174,13935.693803581375,2613503
2613602,9476.387620937297,2736.2080309782236,16037.502717064552,13301.294686086329,2613602
2613701,9655.82871417474,3102.0202804514633,16136.778995670744,13034.758715219281,2613701
2613800,11015.339698393258,4326.668315703443,17814.935967113037,13488.267651409595,2613800
2613909,14912.944453911281,8491.804156645218,21370.01874094648,12878.214584301264,2613909
2614006,6821.590590636249,396.8161581393779,13244.265969235696,12847.449811096318,2614006
2614105,9045.067583032644,2217.598723130688,15842.42965527906,13624.830932148372,2614105
2614204,11457.106036476383,4921.619709132009,18068.005009219763,13146.385300087753,2614204
2614303,6954.608844587612,263.97697958432843,13701.46981380166,13437.492834217332,2614303
2614402,6960.217257923018,408.0987881686682,13618.931505078186,13210.832716909517,2614402
2614501,10887.432212664038,4276.505645553241,17621.016708227336,13344.511062674095,2614501
2614600,8123.12502903878,1328.684509880236,14702.360839815243,13373.676329935006,2614600
2614709,9199.736271232368,2470.998388369136,15894.400024081158,13423.401635712022,2614709
2614808,6934.816575290846,658.0756526182142,13349.547966864937,12691.472314246723,2614808
2614857,11841.818605568871,5416.180567942232,18407.184114722488,12991.003546780255,2614857
2615003,8618.98126568885,1824.936279648926,15350.886103099374,13525.949823450448,2615003
2615102,7517.016079199121,649.8101994592214,14042.942005474983,13393.131806015761,2615102
2615201,6667.873112548606,-246.90334702339914,13181.91006206355,13428.81340908695,2615201
2615300,12075.493079729757,5643.892247832091,18554.00725113034,12910.11500329825,2615300
2615409,13828.011893891,7143.520549327277,20324.31351879647,13180.792969469192,2615409
2615508,8463.748502170338,1839.85125425563,15058.168279211804,13218.317024956174,2615508
2615607,9959.68483880532,3112.464756902573,16763.591813662395,13651.127056759822,2615607
2615706,8193.279859299768,1320.1461774099798,15046.456987992175,13726.310810582196,2615706
2615805,6524.167697444737,-169.30515215328614,13257.346956501702,13426.652108654987,2615805
2615904,8523.311873659384,2003.5565651149905,15190.488102849205,13186.931537734215,2615904
2616001,9309.993113648416,2866.2451230240276,15984.706381346225,13118.461258322197,2616001
2616100,6785.208798146633,289.370241367358,13323.229500372778,13033.85925900542,2616100
2616183,8602.04900654934,1957.5654505791338,15408.438030492887,13450.872579913754,2616183
2616209,7689.298121483859,1003.6661992070277,14421.63153242957,13417.965333222543,2616209
2616308,11285.75012407817,4846.388356187873,17781.728517996115,12935.340161808243,2616308
2616407,22582.671904787792,16030.113642734397,29292.86230118114,13262.748658446742,2616407
2616506,7653.174304779431,916.845901220027,14679.698018797262,13762.852117577235,2616506
2700102,6938.790391959477,200.79564866094424,13809.2130481692,13608.417399508256,2700102
2700201,8851.720747780819,2178.816147385254,15393.38533507779,13214.569187692536,2700201
2700300,16775.920035588548,10263.602305558714,23285.797169858917,13022.194864300203,2700300
2700409,14285.887909210627,7742.280946246565,20918.656044806234,13176.375098559669,2700409
2700508,9769.196369112518,3427.8555463458883,16154.865720440588,12727.0101740947,2700508
2700607,18824.400244539178,11752.406207981467,25608.50004806103,13856.093840079562,2700607
2700706,8277.86250373943,1851.865093951553,14605.58489464191,12753.719800690356,2700706
2700805,15886.755012402078,8946.819132219112,22294.813993825734,13347.994861606621,2700805
2700904,11405.22084646737,4583.179299031541,18284.908236461466,13701.728937429925,2700904
2701001,11825.811750677101,5286.820648374777,18557.014648407443,13270.194000032665,2701001
2701100,28889.376932592768,22424.52003848947,35474.584613367406,13050.064574877935,2701100
2701209,7968.744418496797,1342.7028257966967,14634.289369234251,13291.586543437556,2701209
2701308,7514.150275471539,875.3854245352405,14074.238370988773,13198.852946453531,2701308
2701357,8408.885889743431,1728.6013284031194,15218.063824260482,13489.462495857362,2701357
2701407,8052.810825686512,1276.4677348216821,14517.839452952618,13241.371718130935,2701407
2701506,7725.181372325084,1157.2661994654684,14387.98360292722,13230.717403461751,2701506
2701605,6067.307349512351,-719.4733156457474,13078.867627413507,13798.340943059255,2701605
2701704,9953.755479522708,3452.3077008244504,16304.68179260495,12852.374091780499,2701704
2701803,6305.655352917688,-277.88066047976434,12847.40937552444,13125.290036004204,2701803
2701902,12053.419685785067,5490.33128862061,18813.05348606762,13322.722197447009,2701902
2702009,9174.376665362046,2325.6946577112963,16117.18729892922,13791.492641217925,2702009
2702108,11137.304607329366,4027.4730025256595,18004.541285329477,13977.068282803817,2702108
2702207,9943.28281200085,3450.8564915844254,16604.364578736353,13153.508087151928,2702207
2702306,22276.490739272776,15793.749231020056,28874.4816604412,13080.732429421145,2702306
2702355,8658.364665522171,1815.7526942887368,15434.008310560283,13618.255616271546,2702355
2702405,10208.840316599537,3720.732470783377,16617.783321643397,12897.050850860021,2702405
2702504,6417.422359778994,-401.61333272266944,13203.124138839406,13604.737471562075,2702504
2702553,5760.073695900234,-973.497073197689,12545.823575122751,13519.32064832044,2702553
2702603,10295.681865651433,3709.570922686084,16836.842906014477,13127.271983328394,2702603
2702702,21806.683921230837,15253.527014290965,28430.5105751073,13176.983560816334,2702702
2702801,11284.000452968083,4711.843027433383,17728.139353469407,13016.296326036023,2702801
2702900,7893.356114334526,1475.076854968969,14352.314709712773,12877.237854743804,2702900
2703007,7994.53475359226,1265.6714286561414,14986.140021744013,13720.468593087871,2703007
2703106,7401.987533133758,724.8609081317908,14037.790122045166,13312.929213913376,2703106
2703205,14279.019665185033,7702.287153807403,20966.26809016693,13263.980936359527,2703205
2703304,6311.9992070956905,-143.36691312123838,12736.933962250272,12880.300875371511,2703304
2703403,9032.243178067878,2299.203640786683,15676.337908022158,13377.134267235475,2703403
2703502,15038.728387830299,8065.42470325959,21984.088386764604,13918.663683505014,2703502
2703601,15037.752065659774,8492.411000482456,21626.44826025065,13134.037259768194,2703601
2703700,8204.85729521019,1893.8239102296563,14710.639375358318,12816.815465128662,2703700
2703759,19718.841780290422,13335.78614969797,26308.401957236263,12972.615807538294,2703759
2703809,9594.487040612821,3403.87682972915,15841.133916127774,12437.257086398624,2703809
2703908,9945.219248897345,3287.6974339909743,16490.382857596607,13202.685423605633,2703908
2704005,12079.251370520069,5407.335677085485,18740.002667962857,13332.666990877373,2704005
2704104,8831.295644759379,2191.5668699088856,15791.844434865032,13600.277564956146,2704104
2704203,12548.477618702771,5984.753931197431,19140.088733222106,13155.334802024676,2704203
2704302,19650.655437300487,13048.311270909286,26211.254363243006,13162.94309233372,2704302
2704401,8395.82978108116,1367.5326218498199,15240.971479571259,13873.43885772144,2704401
2704500,16249.686010468055,9691.21617748208,22919.880533937067,13228.664356454987,2704500
2704609,7006.638286542852,460.14895033165845,13617.062946894814,13156.913996563155,2704609
2704708,34019.074246440905,27588.7972140893,40504.07004873095,12915.272834641652,2704708
2704807,9543.563255523832,2691.0913669079064,16431.846535462388,13740.755168554482,2704807
2704906,9200.564947227545,2610.598157951442,15786.406731147214,13175.808573195773,2704906
2705002,7751.238721100524,1095.221566184269,14591.728920531454,13496.507354347184,2705002
2705101,10504.69411969356,3839.3635589911814,17346.01313086949,13506.64957187831,2705101
2705200,8888.787778239255,2364.739450425435,15316.301684486243,12951.562234060808,2705200
2705309,8590.697269461796,1909.3427489098221,15210.454724711079,13301.111975801257,2705309
2705408,7263.3502796362645,744.8735924864359,13686.058309710177,12941.184717223741,2705408
2705507,10221.458930045708,3665.6291730654116,16760.933304725782,13095.30413166037,2705507
2705606,9916.151364618941,3592.374146683284,16580.752341597065,12988.378194913781,2705606
2705705,8664.312730881795,2205.569192083757,15098.215422265384,12892.646230181628,2705705
2705804,6982.870701211828,361.9921073145035,13790.642917067436,13428.650809752933,2705804
2705903,8030.340467703743,1274.0172276818107,14735.264507640599,13461.247279958789,2705903
2706000,6494.573682160179,-66.90456112222857,13052.030884812983,13118.93544593521,2706000
